LoadTap_eighths,LoadRatio,LoadPower_VA,LoadResistance_ohm,Brightness,Iref_Arms,Ki,Peak_Arms,Overshoot_A,Overshoot_pct,Final_Arms,FinalError_A,SettlingTime_s,MaxContinuous120Duration_s,MeetsFAASettling,MeetsIECSettling,MeetsFAATransient120Duration,MeetsIECStepSurgeLimit,Pass,Score,Error
4,0.2,488.4,11.2121212121212,B1,2.8,300,3.19475557587796,0.394755575877959,14.0984134242128,2.69474647971313,-0.105253520286873,NaN,0,0,0,1,1,0,126.070451119757,
4,0.2,488.4,11.2121212121212,B1,2.8,310,3.19475234131417,0.394752341314167,14.0982979040774,2.90311888705084,0.103118887050844,NaN,0,0,0,1,1,0,125.643360433959,
4,0.2,488.4,11.2121212121212,B1,2.8,320,3.46188636557227,0.661886365572267,23.6387987704381,2.86826640458418,0.0682664045841781,0.9993,0.00939999999999999,1,0,1,1,1,28.7669542540221,
4,0.2,488.4,11.2121212121212,B2,3.4,40,3.4618864620831,0.061886462083105,1.82019006126779,3.46188637374498,0.0618863737449815,0.9794,0,1,0,1,1,1,0.232283801225356,
4,0.2,488.4,11.2121212121212,B2,3.4,50,3.46188645801381,0.0618864580138085,1.8201899415826,3.2302379866135,-0.169762013386503,NaN,0,0,0,1,1,0,123.988806476132,
4,0.2,488.4,11.2121212121212,B2,3.4,60,3.46188649047332,0.0618864904733174,1.82019089627404,3.46188646623641,0.0618864662364116,0.9694,0,1,0,1,1,1,0.230283817925481,
4,0.2,488.4,11.2121212121212,B2,3.4,70,3.46188648946963,0.0618864894696327,1.8201908667539,3.46188638538042,0.0618863853804172,0.9694,0,1,0,1,1,1,0.230283817335078,
4,0.2,488.4,11.2121212121212,B2,3.4,80,3.46188662052322,0.0618866205232163,1.82019472127107,3.46188646643553,0.061886466435527,0.9694,0,1,0,1,1,1,0.230283894425421,
4,0.2,488.4,11.2121212121212,B2,3.4,90,3.46188648173742,0.0618864817374165,1.82019063933578,3.46188637100101,0.0618863710010116,0.9694,0,1,0,1,1,1,0.230283812786716,
4,0.2,488.4,11.2121212121212,B2,3.4,100,3.46188652915582,0.0618865291558204,1.82019203399472,3.46188638744494,0.0618863874449356,0.9594,0,1,0,1,1,1,0.228283840679894,
4,0.2,488.4,11.2121212121212,B2,3.4,110,3.46188654976979,0.0618865497697905,1.82019264028795,3.19472131088069,-0.205278689119307,NaN,0,0,0,1,1,0,131.092141676667,
4,0.2,488.4,11.2121212121212,B2,3.4,120,3.46188650864111,0.0618865086411127,1.82019143062096,3.42880020335151,0.0288002033515071,0.9994,0,1,0,1,1,1,0.236283828612419,
4,0.2,488.4,11.2121212121212,B2,3.4,130,3.46188649388886,0.0618864938888626,1.82019099673125,3.42880018906327,0.0288001890632663,0.9994,0,1,0,1,1,1,0.236283819934625,
4,0.2,488.4,11.2121212121212,B2,3.4,140,3.46188656439561,0.0618865643956079,1.82019307045906,3.46188643380596,0.0618864338059577,0.9394,0,1,0,1,1,1,0.224283861409181,
4,0.2,488.4,11.2121212121212,B2,3.4,150,3.46188653945237,0.0618865394523698,1.82019233683441,3.46188638144345,0.061886381443454,0.9894,0,1,0,1,1,1,0.234283846736688,
4,0.2,488.4,11.2121212121212,B2,3.4,160,3.46188674388456,0.0618867438845641,1.820198349546,3.19474533424519,-0.205254665754806,NaN,0,0,0,1,1,0,131.087337117952,
4,0.2,488.4,11.2121212121212,B2,3.4,170,3.46188650832041,0.0618865083204136,1.82019142118864,3.2302442144054,-0.169755785594596,NaN,0,0,0,1,1,0,123.987560947343,
4,0.2,488.4,11.2121212121212,B2,3.4,180,3.46188656472593,0.0618865647259277,1.82019308017434,3.46188636573269,0.0618863657326858,0.9794,0,1,0,1,1,1,0.232283861603487,
4,0.2,488.4,11.2121212121212,B2,3.4,190,3.77275450456816,0.372754504568165,10.9633677814166,3.46188642449026,0.0618864244902588,0.9594,0,1,0,1,1,1,14.0488725840366,
4,0.2,488.4,11.2121212121212,B2,3.4,200,3.46188675396916,0.0618867539691568,1.82019864615167,3.19471131774334,-0.205288682256663,NaN,0,0,0,1,1,0,131.094140424256,
4,0.2,488.4,11.2121212121212,B2,3.4,210,3.46188653647875,0.0618865364787475,1.82019224937493,3.42880027718106,0.0288002771810612,0.9994,0,1,0,1,1,1,0.236283844987499,
4,0.2,488.4,11.2121212121212,B2,3.4,220,3.46188651227981,0.0618865122798131,1.82019153764156,3.23024571997889,-0.169754280021111,NaN,0,0,0,1,1,0,123.987259834975,
4,0.2,488.4,11.2121212121212,B2,3.4,230,3.77275777157109,0.372757771571086,10.9634638697378,3.194716491762,-0.205283508238002,NaN,0,0,0,1,1,0,144.913859503549,
4,0.2,488.4,11.2121212121212,B2,3.4,240,3.77275634002642,0.372756340026418,10.9634217654829,3.42880102968657,0.0288010296865737,0.9994,0,1,0,1,1,1,14.0569654366306,
4,0.2,488.4,11.2121212121212,B2,3.4,250,3.77275999024663,0.372759990246633,10.963529124901,3.42880000850806,0.0288000085080586,0.9994,0,1,0,1,1,1,14.0571500948297,
4,0.2,488.4,11.2121212121212,B2,3.4,260,3.77275818400736,0.372758184007363,10.9634760002166,3.23022493319439,-0.169775066805611,NaN,0,0,0,1,1,0,137.812192081495,
4,0.2,488.4,11.2121212121212,B2,3.4,270,3.77275631834843,0.372756318348428,10.963421127895,3.19472395804903,-0.205276041950974,NaN,0,0,0,1,1,0,144.912292730174,
4,0.2,488.4,11.2121212121212,B2,3.4,280,3.77275868879649,0.37275868879649,10.9634908469556,3.19472648077803,-0.20527351922197,NaN,0,0,0,1,1,0,144.911908101158,
4,0.2,488.4,11.2121212121212,B2,3.4,290,4.05986764510036,0.659867645100356,19.4078719147164,3.4618865183265,0.0618865183264998,0.9594,0,1,0,1,1,1,28.5734196933121,
4,0.2,488.4,11.2121212121212,B2,3.4,300,4.05986763347326,0.659867633473265,19.4078715727431,3.46188642467818,0.0618864246781756,0.9794,0,1,0,1,1,1,28.5774191051181,
4,0.2,488.4,11.2121212121212,B2,3.4,310,4.12469025557494,0.724690255574944,21.314419281616,3.46188639594333,0.0618863959433269,0.9394,0.01865,1,0,1,1,1,31.8486811643795,
4,0.2,488.4,11.2121212121212,B2,3.4,320,4.38883830094033,0.988838300940333,29.0834794394216,3.23023221870938,-0.169767781290621,NaN,0.0191,0,0,1,1,0,168.977140893929,
4,0.2,488.4,11.2121212121212,B3,4.1,40,4.05986792424812,0,0,4.05986773732454,-0.0401322626754599,0.4198,0,1,1,1,1,1,0.08396,
4,0.2,488.4,11.2121212121212,B3,4.1,50,4.05986792416436,0,0,4.05986772624369,-0.0401322737563063,0.3398,0,1,1,1,1,1,0.06796,
4,0.2,488.4,11.2121212121212,B3,4.1,60,4.38884534260375,0.288845342603746,7.04500835618892,4.05986772857149,-0.0401322714285133,0.9195,0,1,0,1,1,1,9.76706729731106,
4,0.2,488.4,11.2121212121212,B3,4.1,70,4.38883947868422,0.288839478684216,7.04486533376137,4.05986786212838,-0.0401321378716197,0.9195,0,1,0,1,1,1,9.76677124088603,
4,0.2,488.4,11.2121212121212,B3,4.1,80,4.38883799324977,0.288837993249772,7.04482910365298,4.05986801457169,-0.0401319854283146,0.9795,0,1,0,1,1,1,9.77869624456167,
4,0.2,488.4,11.2121212121212,B3,4.1,90,4.38884265652738,0.28884265652738,7.04494284213122,4.35791052271412,0.257910522714117,NaN,0,0,0,1,1,0,151.165136226035,
4,0.2,488.4,11.2121212121212,B3,4.1,100,4.38884706995303,0.288847069953029,7.04505048665924,4.05986772449795,-0.0401322755020495,0.9895,0,1,0,1,1,1,9.78115450738462,
4,0.2,488.4,11.2121212121212,B3,4.1,110,4.38884429609298,0.288844296092983,7.04498283153617,4.0598677352456,-0.0401322647544013,0.8995,0,1,0,1,1,1,9.76301446127988,
4,0.2,488.4,11.2121212121212,B3,4.1,120,4.38885574263069,0.288855742630694,7.04526201538277,4.05986790429296,-0.0401320957070395,0.9295,0,1,0,1,1,1,9.76959237184234,
4,0.2,488.4,11.2121212121212,B3,4.1,130,4.3888490191232,0.288849019123198,7.04509802739507,4.0598677804902,-0.0401322195097968,0.9195,0,1,0,1,1,1,9.7672529167078,
4,0.2,488.4,11.2121212121212,B3,4.1,140,4.38885406688973,0.288854066889726,7.04522114365186,4.38884534607183,0.288845346071831,NaN,0,0,0,1,1,0,157.352676981726,
4,0.2,488.4,11.2121212121212,B3,4.1,150,4.38885048223639,0.288850482236388,7.04513371308263,4.05986780221525,-0.0401321977847484,0.8695,0,1,0,1,1,1,9.75732678608104,
4,0.2,488.4,11.2121212121212,B3,4.1,160,4.38884790676776,0.288847906767759,7.04507089677461,4.05986772200785,-0.0401322779921474,0.8895,0,1,0,1,1,1,9.76119675632345,
4,0.2,488.4,11.2121212121212,B3,4.1,170,4.38884762446466,0.288847624464663,7.04506401133324,4.059867801661,-0.0401321983390028,0.8595,0,1,0,1,1,1,9.7551825034598,
4,0.2,488.4,11.2121212121212,B3,4.1,180,4.38884746229972,0.288847462299718,7.04506005609069,4.05986783055434,-0.0401321694456618,0.9395,0,1,0,1,1,1,9.77117431610772,
4,0.2,488.4,11.2121212121212,B3,4.1,190,4.69479040708627,0.594790407086271,14.5070830996652,4.05986772056808,-0.0401322794319183,0.9495,0,1,0,1,1,1,25.2195620163069,
4,0.2,488.4,11.2121212121212,B3,4.1,200,4.38885121930076,0.28885121930076,7.04515169026244,4.05986781130724,-0.0401321886927644,0.8795,0,1,0,1,1,1,9.75936399884325,
4,0.2,488.4,11.2121212121212,B3,4.1,210,4.69479041343838,0.594790413438381,14.5070832545947,4.05986776373602,-0.0401322362639798,0.9895,0,1,0,1,1,1,25.2275623370109,
4,0.2,488.4,11.2121212121212,B3,4.1,220,4.38884559654085,0.288845596540853,7.04501454977689,4.05986773046506,-0.0401322695349364,0.8895,0,1,0,1,1,1,9.76108011803816,
4,0.2,488.4,11.2121212121212,B3,4.1,230,4.69479042767128,0.594790427671285,14.5070836017387,4.05986772649366,-0.0401322735063392,0.8595,0,1,0,1,1,1,25.201563055599,
4,0.2,488.4,11.2121212121212,B3,4.1,240,4.69479032189769,0.594790321897692,14.5070810218949,4.05986779806094,-0.0401322019390644,0.8595,0,1,0,1,1,1,25.2015577153225,
4,0.2,488.4,11.2121212121212,B3,4.1,250,4.6947904127945,0.594790412794503,14.5070832388903,4.05986776414717,-0.040132235852834,0.8895,0,1,0,1,1,1,25.207562304503,
4,0.2,488.4,11.2121212121212,B3,4.1,260,4.69479046610144,0.594790466101438,14.5070845390595,4.09302547707285,-0.0069745229271474,0.9995,0,1,0,1,1,1,25.2295649958531,
4,0.2,488.4,11.2121212121212,B3,4.1,270,5.04076652947842,0.940766529478418,22.9455251092297,4.05986773999644,-0.0401322600035634,0.8695,0.00955,1,0,1,1,1,42.6711369761055,
4,0.2,488.4,11.2121212121212,B3,4.1,280,5.04073326895012,0.94073326895012,22.9447138768322,4.38883226909937,0.288832269099371,NaN,0.00924999999999999,0,0,1,1,0,190.262011544917,
4,0.2,488.4,11.2121212121212,B3,4.1,290,4.69479042711009,0.594790427110093,14.507083588051,4.38884224862336,0.288842248623365,NaN,0,0,0,1,1,0,172.798112751939,
4,0.2,488.4,11.2121212121212,B3,4.1,300,5.04076397246728,0.94076397246728,22.9454627431044,4.05986773129112,-0.0401322687088816,0.9495,0.0091,1,0,1,1,1,42.6870078782261,
4,0.2,488.4,11.2121212121212,B3,4.1,310,5.04076752334668,0.940767523346679,22.945549349919,4.05986778483304,-0.0401322151669552,0.9595,0.00925,1,0,1,1,1,42.6891871543323,
4,0.2,488.4,11.2121212121212,B3,4.1,320,5.36444513511188,1.26444513511188,30.8401252466312,4.05986775600415,-0.0401322439958465,0.9895,0.01035,1,0,1,1,1,59.0369592605265,
4,0.2,488.4,11.2121212121212,B4,5.2,40,5.36444820580631,0.164448205806312,3.16246549627522,5.06902715437205,-0.130972845627949,NaN,0,0,0,1,1,0,119.480228725831,
4,0.2,488.4,11.2121212121212,B4,5.2,50,5.36444729765375,0.16444729765375,3.16244803180288,5.06891816316749,-0.131081836832512,NaN,0,0,0,1,1,0,119.501981209826,
4,0.2,488.4,11.2121212121212,B4,5.2,60,5.36444607542071,0.164446075420712,3.16242452732139,5.33780495304236,0.137804953042358,NaN,0,0,0,1,1,0,120.846542870054,
4,0.2,488.4,11.2121212121212,B4,5.2,70,5.36444726223054,0.164447262230539,3.16244735058728,5.36444529176649,0.164445291766492,NaN,0,0,0,1,1,0,126.174670411837,
4,0.2,488.4,11.2121212121212,B4,5.2,80,5.36444702482861,0.164447024828613,3.16244278516563,5.36444611514217,0.164446115142165,NaN,0,0,0,1,1,0,126.174823125567,
4,0.2,488.4,11.2121212121212,B4,5.2,90,5.36444891668594,0.164448916685936,3.16247916703723,5.33780667236169,0.137806672361688,NaN,0,0,0,1,1,0,120.847029889975,
4,0.2,488.4,11.2121212121212,B4,5.2,100,5.3644473183156,0.164447318315604,3.16244842914623,5.33780568438043,0.137805684380433,NaN,0,0,0,1,1,0,120.84675176045,
4,0.2,488.4,11.2121212121212,B4,5.2,110,5.36444743349073,0.164447433490726,3.16245064405242,5.0689781735126,-0.131021826487402,NaN,0,0,0,1,1,0,119.489985984898,
4,0.2,488.4,11.2121212121212,B4,5.2,120,5.36444883506235,0.164448835062348,3.16247759735285,5.364445953298,0.164445953298005,NaN,0,0,0,1,1,0,126.174881964665,
4,0.2,488.4,11.2121212121212,B4,5.2,130,5.36444635442551,0.164446354425508,3.16242989279824,5.04073660007221,-0.159263399927792,NaN,0,0,0,1,1,0,125.13824630469,
4,0.2,488.4,11.2121212121212,B4,5.2,140,5.36444783135901,0.164447831359013,3.16245829536563,5.06891621428005,-0.131083785719947,NaN,0,0,0,1,1,0,119.502397877847,
4,0.2,488.4,11.2121212121212,B4,5.2,150,5.36444699323223,0.164446993232229,3.16244217754286,5.36444597666133,0.164445976661331,NaN,0,0,0,1,1,0,126.174793837429,
4,0.2,488.4,11.2121212121212,B4,5.2,160,5.36444527523635,0.164445275236345,3.16240913916049,5.01237815814793,-0.187621841852074,NaN,0,0,0,1,1,0,130.809880315015,
4,0.2,488.4,11.2121212121212,B4,5.2,170,5.36444845392895,0.164448453928947,3.16247026786437,5.3644479952765,0.164447995276502,NaN,0,0,0,1,1,0,126.175271157105,
4,0.2,488.4,11.2121212121212,B4,5.2,180,5.72640424667936,0.526404246679363,10.1231585899877,5.0407013836142,-0.1592986163858,NaN,0,0,0,1,1,0,143.382398782928,
4,0.2,488.4,11.2121212121212,B4,5.2,190,5.72640391928582,0.526403919285817,10.123152293958,4.72505957850543,-0.474940421494574,NaN,0,0,0,1,1,0,206.510743309085,
4,0.2,488.4,11.2121212121212,B4,5.2,200,5.7264058991835,0.526405899183496,10.1231903689134,5.36444567391851,0.164445673918507,NaN,0,0,0,1,1,0,144.411893550255,
4,0.2,488.4,11.2121212121212,B4,5.2,210,6.066779003412,0.866779003412002,16.6688269886923,5.3644452985848,0.164445298584798,NaN,0,0,0,1,1,0,161.561386427334,
4,0.2,488.4,11.2121212121212,B4,5.2,220,6.06677903228505,0.866779032285048,16.6688275439432,5.33780466295837,0.137804662958369,NaN,0,0,0,1,1,0,156.233260756805,
4,0.2,488.4,11.2121212121212,B4,5.2,230,6.06677894659043,0.866778946590427,16.6688258959697,5.01242631190155,-0.187573688098446,NaN,0,0,0,1,1,0,166.18706146713,
4,0.2,488.4,11.2121212121212,B4,5.2,240,6.06677892952004,0.866778929520037,16.668825567693,5.36444610594608,0.164446105946078,NaN,0,0,0,1,1,0,161.561544176571,
4,0.2,488.4,11.2121212121212,B4,5.2,250,6.06677902383535,0.866779023835351,16.6688273814491,5.01243134290325,-0.187568657096752,NaN,0,0,0,1,1,0,166.186059158747,
4,0.2,488.4,11.2121212121212,B4,5.2,260,6.44366874577287,1.24366874577287,23.9167066494783,5.33780451679715,0.137804516797153,NaN,0.00965,0,0,1,1,0,175.222674781064,
4,0.2,488.4,11.2121212121212,B4,5.2,270,6.44370821839435,1.24370821839435,23.9174657383528,5.36444506037059,0.164445060370594,NaN,0.00945,0,0,1,1,0,180.552772308603,
4,0.2,488.4,11.2121212121212,B4,5.2,280,6.44371002472782,1.24371002472782,23.9175004755351,5.0407354850938,-0.159264514906202,NaN,0.00985,0,0,1,1,0,179.516754227142,
4,0.2,488.4,11.2121212121212,B4,5.2,290,6.44370779723178,1.24370779723178,23.9174576390727,5.36444505522945,0.164445055229455,NaN,0.00985,0,0,1,1,0,180.552750060261,
4,0.2,488.4,11.2121212121212,B4,5.2,300,6.44366962516237,1.24366962516237,23.9167235608148,5.06897688553555,-0.13102311446445,NaN,0.0095,0,0,1,1,0,173.866438622225,
4,0.2,488.4,11.2121212121212,B4,5.2,310,6.79973838402154,1.59973838402154,30.7641996927219,5.33780450639241,0.137804506392405,NaN,0.0099,0,0,1,0,0,193.163104473413,
4,0.2,488.4,11.2121212121212,B4,5.2,320,6.7997384761128,1.59973847611279,30.7642014637076,5.36444507599496,0.164445075994962,NaN,0.01,0,0,1,0,0,198.491223033906,
4,0.2,488.4,11.2121212121212,B5,6.6,40,6.79973866734041,0.19973866734041,3.02634344455166,6.46712698731165,-0.132873012688352,NaN,0,0,0,1,0,0,121.622062773582,
4,0.2,488.4,11.2121212121212,B5,6.6,50,6.79973852775262,0.199738527752619,3.02634132958514,6.44366564212234,-0.156334357877662,NaN,0,0,0,1,0,0,126.314324789755,
4,0.2,488.4,11.2121212121212,B5,6.6,60,6.79973858843341,0.199738588433415,3.02634224899113,6.79973850699662,0.19973850699662,NaN,0,0,0,1,0,0,134.995157665975,
4,0.2,488.4,11.2121212121212,B5,6.6,70,6.79973864296528,0.199738642965284,3.02634307523157,6.79973850091174,0.199738500911737,NaN,0,0,0,1,0,0,134.995159192116,
4,0.2,488.4,11.2121212121212,B5,6.6,80,6.7997385975586,0.199738597558604,3.02634238725158,6.46712047646933,-0.132879523530671,NaN,0,0,0,1,0,0,121.623361431809,
4,0.2,488.4,11.2121212121212,B5,6.6,90,6.79973860933903,0.199738609339026,3.02634256574282,6.42017175205769,-0.179828247942313,NaN,0,0,0,1,0,0,131.013106906729,
4,0.2,488.4,11.2121212121212,B5,6.6,100,6.7997386805137,0.1997386805137,3.02634364414696,6.46712593173508,-0.132874068264919,NaN,0,0,0,1,0,0,121.622274551552,
4,0.2,488.4,11.2121212121212,B5,6.6,110,6.79973857971547,0.199738579715471,3.02634211690108,6.46712139077647,-0.13287860922353,NaN,0,0,0,1,0,0,121.623177672818,
4,0.2,488.4,11.2121212121212,B5,6.6,120,6.79973863943365,0.199738639433646,3.02634302172192,6.79973853682823,0.199738536828233,NaN,0,0,0,1,0,0,134.995166197763,
4,0.2,488.4,11.2121212121212,B5,6.6,130,6.79973867957886,0.199738679578862,3.02634362998275,6.79973848393846,0.199738483938465,NaN,0,0,0,1,0,0,134.995157639236,
4,0.2,488.4,11.2121212121212,B5,6.6,140,6.79973859820901,0.19973859820901,3.02634239710622,6.79973851353909,0.199738513539089,NaN,0,0,0,1,0,0,134.995159466211,
4,0.2,488.4,11.2121212121212,B5,6.6,150,6.7997385910642,0.199738591064196,3.02634228885145,6.4671193953523,-0.132880604647704,NaN,0,0,0,1,0,0,121.623577328528,
4,0.2,488.4,11.2121212121212,B5,6.6,160,7.19068432085363,0.590684320853635,8.94976243717628,6.46711540097263,-0.132884599027369,NaN,0,0,0,1,0,0,141.290131096899,
4,0.2,488.4,11.2121212121212,B5,6.6,170,7.19068932524644,0.590689325246439,8.94983826130968,6.77747105897842,0.177471058978423,NaN,0,0,0,1,0,0,150.207674823233,
4,0.2,488.4,11.2121212121212,B5,6.6,180,7.56141007073421,0.96141007073421,14.5668192535486,6.77747117284332,0.177471172843316,NaN,0,0,0,1,0,0,168.856074490445,
4,0.2,488.4,11.2121212121212,B5,6.6,190,7.56141008315834,0.961410083158336,14.566819441793,6.44367173679982,-0.156328263200178,NaN,0,0,0,1,0,0,164.627493186788,
4,0.2,488.4,11.2121212121212,B5,6.6,200,7.56141032982625,0.961410329826252,14.5668231791856,6.77747130633746,0.177471306337459,NaN,0,0,0,1,0,0,168.856114222388,
4,0.2,488.4,11.2121212121212,B5,6.6,210,7.56141016006126,0.961410160061256,14.5668206069887,6.79973857858472,0.199738578584725,NaN,0,0,0,1,0,0,173.309560132148,
4,0.2,488.4,11.2121212121212,B5,6.6,220,7.96541636821208,1.36541636821208,20.6881267910921,6.79973854010229,0.199738540102288,NaN,0.00845000000000001,0,0,1,0,0,193.632288966884,
4,0.2,488.4,11.2121212121212,B5,6.6,230,7.96546081536065,1.36546081536065,20.6888002327372,6.77747139916679,0.177471399166787,NaN,0.00849999999999999,0,0,1,0,0,189.181096606045,
4,0.2,488.4,11.2121212121212,B5,6.6,240,7.96546263476696,1.36546263476696,20.6888277994994,6.46714403660198,-0.132855963398023,NaN,0.00869999999999999,0,0,1,0,0,180.258100973943,
4,0.2,488.4,11.2121212121212,B5,6.6,250,7.96546063167574,1.36546063167574,20.6887974496324,6.77747120008883,0.177471200088828,NaN,0.00869999999999999,0,0,1,0,0,189.181047550545,
4,0.2,488.4,11.2121212121212,B5,6.6,260,7.96541772997024,1.36541772997024,20.6881474237915,6.77747113898981,0.177471138989808,NaN,0.00835,0,0,1,0,0,189.178877244949,
4,0.2,488.4,11.2121212121212,B5,6.6,270,7.96541488277069,1.36541488277069,20.6881042844043,6.79973848573082,0.199738485730825,NaN,0.0084,0,0,1,0,0,193.632203370388,
4,0.2,488.4,11.2121212121212,B5,6.6,280,8.34994238855411,1.74994238855411,26.5142786144562,6.44368329757028,-0.156316702429723,NaN,0.0097,0,0,1,0,0,204.290745485939,
4,0.2,488.4,11.2121212121212,B5,6.6,290,8.34994232683201,1.74994232683201,26.5142776792729,6.42016888864023,-0.179831111359771,NaN,0.00965,0,0,1,0,0,208.99362416714,
4,0.2,488.4,11.2121212121212,B5,6.6,300,8.40078975468008,1.80078975468008,27.2846932527285,6.09164473232527,-0.508355267674725,NaN,0.01,0,0,1,0,0,277.256235134004,
4,0.2,488.4,11.2121212121212,B5,6.6,310,8.76619730228249,2.16619730228249,32.8211712467045,6.4437010572836,-0.156298942716398,NaN,0.01045,0,0,1,0,0,225.226077082338,
4,0.2,488.4,11.2121212121212,B5,6.6,320,8.86524573036198,2.26524573036198,34.3219050054846,7.19072137154859,0.590721371548589,NaN,0.0193,0,0,1,0,0,317.092998927926,
4,0.35,854.7,19.6212121212121,B0,1.5,40,1.4610802369903,0,0,1.46108016597046,-0.038919834029536,0.87965,0,1,0,1,1,1,0.17593,
4,0.35,854.7,19.6212121212121,B0,1.5,50,1.46108022471652,0,0,1.46108021506405,-0.0389197849359515,0.70965,0,1,0,1,1,1,0.14193,
4,0.35,854.7,19.6212121212121,B0,1.5,60,1.46108018947984,0,0,1.46108018550146,-0.0389198144985381,0.58965,0,1,0,1,1,1,0.11793,
4,0.35,854.7,19.6212121212121,B0,1.5,70,1.46108019721319,0,0,1.46108016299196,-0.0389198370080359,0.49965,0,1,1,1,1,1,0.09993,
4,0.35,854.7,19.6212121212121,B0,1.5,80,1.63718233476524,0.137182334765244,9.14548898434959,1.46108016528602,-0.0389198347139821,0.94935,0,1,0,1,1,1,2.23189651794919,
4,0.35,854.7,19.6212121212121,B0,1.5,90,1.63718665911431,0.137186659114315,9.14577727428766,1.63718665911431,0.137186659114315,NaN,0,0,0,1,1,0,119.479580324064,
4,0.35,854.7,19.6212121212121,B0,1.5,100,1.6371839257648,0.137183925764799,9.14559505098661,1.46108016244457,-0.0389198375554349,0.96935,0,1,0,1,1,1,2.23597818925969,
4,0.35,854.7,19.6212121212121,B0,1.5,110,1.63718917267023,0.137189172670234,9.14594484468227,1.46108016521477,-0.0389198347852346,0.93935,0,1,0,1,1,1,2.23024753040535,
4,0.35,854.7,19.6212121212121,B0,1.5,120,1.63718677828166,0.137186778281662,9.14578521877747,1.62481271795389,0.124812717953888,NaN,0,0,0,1,1,0,117.004798209236,
4,0.35,854.7,19.6212121212121,B0,1.5,130,1.63718590999935,0.137185909999348,9.14572733328988,1.63718419332326,0.13718419332326,NaN,0,0,0,1,1,0,119.479048711285,
4,0.35,854.7,19.6212121212121,B0,1.5,140,1.63718727601608,0.137187276016077,9.14581840107177,1.46108018853368,-0.0389198114663214,0.96935,0,1,0,1,1,1,2.23615016882527,
4,0.35,854.7,19.6212121212121,B0,1.5,150,1.63719223510667,0.137192235106674,9.14614900711158,1.46108045654345,-0.0389195434565532,0.95935,0,1,0,1,1,1,2.23440473547591,
4,0.35,854.7,19.6212121212121,B0,1.5,160,1.63718465829681,0.137184658296806,9.14564388645373,1.62481483714767,0.124814837147674,NaN,0,0,0,1,1,0,117.005113222104,
4,0.35,854.7,19.6212121212121,B0,1.5,170,1.63718605383941,0.137186053839412,9.14573692262747,1.46108023705341,-0.0389197629465854,0.95935,0,1,0,1,1,1,2.23408743042315,
4,0.35,854.7,19.6212121212121,B0,1.5,180,1.63718651292031,0.13718651292031,9.14576752802064,1.46108017328114,-0.0389198267188622,0.94935,0,1,0,1,1,1,2.23211099657589,
4,0.35,854.7,19.6212121212121,B0,1.5,190,1.63718507385227,0.137185073852267,9.14567159015111,1.46108021599517,-0.0389197840048325,0.93935,0,1,0,1,1,1,2.23003712441635,
4,0.35,854.7,19.6212121212121,B0,1.5,200,1.63718606628461,0.137186066284612,9.14573775230744,1.46108017373526,-0.0389198262647366,0.96935,0,1,0,1,1,1,2.23608806927673,
4,0.35,854.7,19.6212121212121,B0,1.5,210,1.63719190827232,0.137191908272325,9.14612721815497,1.63718974961511,0.137189749615108,NaN,0,0,0,1,1,0,119.480467881001,
4,0.35,854.7,19.6212121212121,B0,1.5,220,1.63718464029571,0.137184640295707,9.14564268638047,1.46108030415474,-0.0389196958452618,0.97935,0,1,0,1,1,1,2.23801486851296,
4,0.35,854.7,19.6212121212121,B0,1.5,230,1.63718897881205,0.137188978812052,9.14593192080346,1.47480468317669,-0.025195316823305,0.99935,0,1,0,1,1,1,2.24223757901867,
4,0.35,854.7,19.6212121212121,B0,1.5,240,1.63718741698948,0.137187416989481,9.14582779929873,1.4610801627916,-0.0389198372083972,0.97935,0,1,0,1,1,1,2.23815740546002,
4,0.35,854.7,19.6212121212121,B0,1.5,250,1.63718520956512,0.137185209565123,9.14568063767485,1.46108021795439,-0.0389197820456053,0.95935,0,1,0,1,1,1,2.23404409100963,
4,0.35,854.7,19.6212121212121,B0,1.5,260,1.63718925459626,0.137189254596258,9.14595030641721,1.62482044008752,0.124820440087519,NaN,0,0,0,1,1,0,117.006469753445,
4,0.35,854.7,19.6212121212121,B0,1.5,270,1.63718419331643,0.137184193316434,9.14561288776229,1.47480475461972,-0.0251952453802828,0.99935,0,1,0,1,1,1,2.24199192357697,
4,0.35,854.7,19.6212121212121,B0,1.5,280,1.63718475494371,0.137184754943707,9.14565032958049,1.46108018313307,-0.0389198168669258,0.93935,0,1,0,1,1,1,2.23002075377697,
4,0.35,854.7,19.6212121212121,B0,1.5,290,1.63718429277616,0.137184292776159,9.14561951841062,1.46108018875719,-0.0389198112428149,0.93935,0,1,0,1,1,1,2.22999702917618,
4,0.35,854.7,19.6212121212121,B0,1.5,300,1.63718698640752,0.137186986407516,9.14579909383442,1.4610801654288,-0.0389198345711961,0.95935,0,1,0,1,1,1,2.23413530225251,
4,0.35,854.7,19.6212121212121,B0,1.5,310,1.63718545863996,0.137185458639962,9.14569724266416,1.46108022195376,-0.0389197780462409,0.97935,0,1,0,1,1,1,2.2380568768514,
4,0.35,854.7,19.6212121212121,B0,1.5,320,1.63718546751097,0.137185467510974,9.14569783406494,1.46108016866257,-0.0389198313374253,0.96935,0,1,0,1,1,1,2.23605733223,
