LoadTap_eighths,LoadRatio,LoadPower_VA,LoadResistance_ohm,Brightness,Iref_Arms,Ki,Peak_Arms,Overshoot_A,Overshoot_pct,Final_Arms,FinalError_A,SettlingTime_s,MaxContinuous120Duration_s,MeetsFAASettling,MeetsIECSettling,MeetsFAATransient120Duration,MeetsIECStepSurgeLimit,Pass,Score,Error
4,0.2,488.4,11.2121212121212,B1,2.8,200,2.90311905567713,0.103119055677135,3.68282341704053,2.65713466217554,-0.142865337824462,NaN,0,0,0,1,1,0,118.80267681709,
4,0.2,488.4,11.2121212121212,B1,2.8,210,2.90311904814192,0.103119048141917,3.68282314792561,2.86826659597943,0.0682665959794337,0.9993,0,1,0,1,1,1,0.429468870054366,
4,0.2,488.4,11.2121212121212,B1,2.8,220,3.19475227270832,0.394752272708322,14.0982954538686,2.65714358084981,-0.142856419150188,NaN,0,0,0,1,1,0,133.590863374531,
4,0.2,488.4,11.2121212121212,B1,2.8,230,2.9031190008121,0.103119000812101,3.68282145757505,2.69473943640834,-0.105260563591656,NaN,0,0,0,1,1,0,111.281719188088,
4,0.2,488.4,11.2121212121212,B1,2.8,240,2.9031190477425,0.103119047742498,3.68282313366064,2.90311889951657,0.103118899516574,NaN,0,0,0,1,1,0,110.853388753113,
4,0.2,488.4,11.2121212121212,B1,2.8,250,3.19475381229347,0.394753812293468,14.0983504390524,2.86826689852288,0.068266898522884,0.9993,0,1,0,1,1,1,15.2195176234545,
4,0.2,488.4,11.2121212121212,B1,2.8,260,2.9031190410328,0.103119041032804,3.68282289402871,2.90311889994287,0.10311889994287,NaN,0,0,0,1,1,0,110.853388498095,
4,0.2,488.4,11.2121212121212,B1,2.8,270,3.19475508571099,0.394755085710987,14.0983959182495,2.65714696592425,-0.142853034075748,NaN,0,0,0,1,1,0,133.590329019064,
4,0.2,488.4,11.2121212121212,B1,2.8,280,3.19475308954914,0.394753089549141,14.098324626755,2.90311889509263,0.103118895092629,NaN,0,0,0,1,1,0,125.643399988518,
4,0.2,488.4,11.2121212121212,B1,2.8,290,3.19475750817309,0.394757508173085,14.098482434753,2.69474042923139,-0.105259570768613,NaN,0,0,0,1,1,0,126.071759211072,
